,budget,id,revenue,runtime,views,likes,dislikes,n_trailers,daysSinceStart,dayInYear,Mystery,Romance,Family,Science Fiction,Horror,Crime,Drama,Fantasy,Western,Animation,Music,Adventure,Foreign,Action,TV Movie,Comedy,Documentary,War,Thriller,History,numlang,cn,da,de,en,es,fr,hi,it,ja,ko,ml,ru,ta,zh,profit,isProfitable
1934,3300000,598,30641770.0,130.0,2790607,2544,167,2,31774,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27341770.0,1
1935,120000,8073,182857.0,97.0,49675,422,3,1,18076,217,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62857.0,1
1936,24000000,12253,23510601.0,110.0,851224,556,41,1,32134,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-489399.0,0
1937,26000000,9358,90426405.0,90.0,173810,315,31,1,32134,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64426405.0,1
1938,500000,10894,150277.0,93.0,550769,1003,39,1,31751,12,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-349723.0,0
1939,18000000,10724,70687344.0,136.0,30837,83,6,3,24597,163,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52687344.0,1
1940,50000000,9919,177371441.0,116.0,729982,480,23,1,32141,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127371441.0,1
1941,50000000,6038,88323487.0,115.0,18056,12,0,1,32140,36,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38323487.0,1
1942,78000000,9480,179179718.0,103.0,1885457,3087,263,2,32148,44,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101179718.0,1
1943,20000000,14873,135680000.0,72.0,112220,69,18,1,32141,37,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115680000.0,1
1944,35000000,12139,117270765.0,94.0,131217,277,26,1,28625,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82270765.0,1
1945,4520000,18587,7175592.0,101.0,12016,0,0,1,24868,69,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2655592.0,1
1946,2700000,17264,37799643.0,118.0,122138,227,9,1,23627,289,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35099643.0,1
1947,3500000,2984,2000000.0,113.0,48822,32,4,1,18959,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1500000.0,0
1948,800000,33364,6792000.0,105.0,33513,134,3,1,18568,343,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5992000.0,1
1949,6000000,33851,1432687.0,107.0,18529,19,1,1,26513,253,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4567313.0,0
1950,15000000,4911,9237470.0,118.0,124333,143,9,1,32086,347,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5762530.0,0
1951,56000000,16072,12923936.0,214.0,387984,421,19,1,32155,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-43076064.0,0
1952,50000000,11615,38955598.0,130.0,1194912,1076,58,3,32155,51,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-11044402.0,0
1953,24000000,11635,87055349.0,91.0,988994,0,0,1,32155,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63055349.0,1
1954,25000000,10623,56489558.0,101.0,251134,271,8,1,32162,58,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31489558.0,1
1955,20000000,10678,132675402.0,105.0,62323,70,13,1,32169,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112675402.0,1
1956,70000000,9567,85632458.0,121.0,326606,0,0,1,32169,65,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15632458.0,1
1957,55000000,10632,34234008.0,94.0,62455,0,0,1,32173,69,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-20765992.0,0
1958,5037000,36362,14483352.0,168.0,30483,0,0,1,17047,283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9446352.0,1
1959,1200000,2671,8690429.0,96.0,273503,134,9,1,30308,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7490429.0,1
1960,8000000,42618,20000000.0,149.0,18556,47,6,1,19686,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12000000.0,1
1961,20000000,9557,8586376.0,94.0,794338,515,55,1,32012,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-11413624.0,0
1962,68000000,6171,75715436.0,136.0,912925,1060,129,2,32183,79,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7715436.0,1
1963,4100000,29912,36000000.0,135.0,82657,62,8,1,14100,258,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31900000.0,1
1964,29000000,28881,5519569.0,126.0,189608,193,6,1,28340,254,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-23480431.0,0
1965,50000000,10782,42792561.0,98.0,212320,103,16,1,32211,107,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7207439.0,0
1966,60000000,9341,74208267.0,136.0,1279100,1020,117,1,32190,86,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14208267.0,1
1967,36000000,8409,44350926.0,109.0,993320,595,34,1,32197,93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8350926.0,1
1968,13000000,1817,97837138.0,81.0,1116419,1907,73,1,31990,251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84837138.0,1
1969,75000000,9506,195745823.0,106.0,112508,0,0,1,32204,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120745823.0,1
1970,13000000,24982,17040871.0,92.0,87489,50,4,1,32203,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4040871.0,1
1971,7000000,2662,16829545.0,89.0,324977,426,36,2,32204,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9829545.0,1
1972,6000000,13370,18750246.0,91.0,4561,0,0,1,32209,105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12750246.0,1
1973,2200000,994,3251794.0,118.0,812856,610,61,2,20778,362,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1051794.0,1
1974,6500000,10514,12376563.0,131.0,320699,689,28,2,20486,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5876563.0,1
1975,24000000,24961,21049053.0,134.0,12750,38,3,1,23269,296,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2950947.0,0
1976,30000000,2832,90259536.0,90.0,88098,223,10,1,32218,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60259536.0,1
1977,17000000,18736,55534455.0,94.0,10948,31,2,1,32218,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38534455.0,1
1978,110000000,36658,407711549.0,133.0,591555,1125,39,1,32217,113,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,297711549.0,1
1979,60000000,10708,164433867.0,92.0,154269,164,17,1,32226,122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104433867.0,1
1980,150000000,604,738599701.0,138.0,130727,175,14,1,32238,134,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,588599701.0,1
1981,35000000,10720,20298207.0,101.0,671330,786,34,1,32231,127,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-14701793.0,0
1982,5300000,1555,3897799.0,122.0,1178287,1167,52,3,31875,136,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1402201.0,0
1983,80000000,310,484572835.0,101.0,279941,0,0,1,32246,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,404572835.0,1
1984,94000000,12,940335536.0,100.0,8054326,5713,1965,5,32253,149,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,846335536.0,1
1985,60000000,9654,176070171.0,110.0,486387,216,40,1,32253,149,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116070171.0,1
1986,12600000,9902,28650575.0,84.0,4180688,4185,421,1,32253,149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16050575.0,1
1987,76000000,584,236350661.0,107.0,2009630,2652,121,1,32259,155,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,160350661.0,1
1988,8000000,1088,41400000.0,101.0,31429,51,0,2,32133,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33400000.0,1
1989,9000000,290,6153939.0,116.0,639375,955,30,1,27933,212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2846061.0,0
1990,22000000,2071,11511031.0,98.0,32857,36,4,1,28004,283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10488969.0,0
1991,19000000,10152,39267515.0,85.0,238111,195,195,1,32267,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20267515.0,1
1992,12000000,31246,4922166.0,90.0,67438,69,21,1,32274,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7077834.0,0
1993,75000000,11375,51142659.0,116.0,69998,77,5,1,32263,159,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-23857341.0,0
1994,30000000,17813,15368897.0,96.0,18534,16,2,1,32270,166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-14631103.0,0
1995,5000000,170,82719885.0,113.0,250671,239,29,1,32042,303,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77719885.0,1
1996,120000000,9471,259175788.0,106.0,91336,0,0,1,32281,177,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139175788.0,1
1997,2500000,47676,764083.0,95.0,12027,25,0,1,28461,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1735917.0,0
1998,151000,43039,8000000.0,91.0,164673,373,21,1,16542,144,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7849000.0,1
1999,3005000,33454,6746000.0,115.0,62999,160,16,1,13604,128,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3741000.0,1
2000,137000000,1927,245360480.0,138.0,472547,370,22,4,32273,169,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108360480.0,1
2001,45000000,10327,124914842.0,95.0,1150209,1883,74,2,32286,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79914842.0,1
2002,60000000,14411,26288320.0,86.0,433930,0,0,1,32286,182,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-33711680.0,0
2003,200000000,296,435000000.0,109.0,230517,236,28,1,32286,182,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,235000000.0,1
2004,7800000,302,22441323.0,102.0,647798,181,68,1,32241,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14641323.0,1
2005,140000000,22,655011224.0,143.0,1410049,3699,102,1,32293,189,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,515011224.0,1
2006,78000000,8698,179265204.0,110.0,3604,3,0,1,32295,191,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101265204.0,1
2007,130000000,8961,273339556.0,147.0,690227,0,0,1,32302,198,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143339556.0,1
2008,40000000,9486,160583018.0,88.0,1525849,1428,83,1,32199,95,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120583018.0,1
2009,1500000,24558,5585154.0,94.0,23928,31,0,1,27395,39,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4085154.0,1
2010,95000000,1996,156505388.0,117.0,591162,814,109,2,32305,201,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61505388.0,1
2011,87000000,4464,148336445.0,141.0,352983,368,15,1,32306,202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61336445.0,1
2012,38000000,12279,197011982.0,84.0,15316,32,5,1,32309,205,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,159011982.0,1
2013,4000000,54580,146402.0,113.0,207124,248,10,1,32008,269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3853598.0,0
2014,3000000,430,4000000.0,115.0,40133,46,10,1,17112,348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000000.0,1
2015,10000000,5185,1500000.0,125.0,116276,161,8,2,20352,301,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8500000.0,0
2016,55000000,8273,231449203.0,103.0,725825,404,79,2,32316,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,176449203.0,1
2017,54000000,8046,7266209.0,121.0,182921,120,50,1,32316,212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-46733791.0,0
2018,26000000,10330,110230332.0,97.0,231953,215,17,1,32318,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84230332.0,1
2019,80000000,9257,116643346.0,117.0,326006,392,28,2,32323,219,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36643346.0,1
2020,30000000,6466,114908830.0,97.0,703446,1494,48,1,32330,226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84908830.0,1
2021,22000000,2055,68296293.0,139.0,430513,441,36,1,32344,240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46296293.0,1
2022,20000000,14926,37095657.0,92.0,4514,4,0,1,32330,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17095657.0,1
2023,28000000,10923,58795814.0,102.0,138083,130,6,2,32176,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30795814.0,1
2024,658000,18573,23800000.0,90.0,10061,51,5,1,13941,99,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23142000.0,1
2025,6000000,41759,12974636.0,97.0,55767,187,17,1,28774,322,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6974636.0,1
2026,350000,19053,17343596.0,99.0,293600,291,20,2,24896,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16993596.0,1
2027,4000000,11206,11000000.0,108.0,15201,23,1,1,19253,298,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7000000.0,1
2028,777000,636,2437000.0,86.0,239391,747,20,3,20485,69,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1660000.0,1
2029,5000000,3055,50000000.0,123.0,30008,112,2,1,19315,360,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45000000.0,1
2030,6000000,26198,3661757.0,96.0,85823,0,0,1,25148,349,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2338243.0,0
2031,210000,35073,5000000.0,80.0,2923,14,0,1,14005,163,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4790000.0,1
2032,11000000,9362,48572000.0,96.0,588661,926,34,1,27374,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37572000.0,1
2033,6000000,12268,33833201.0,103.0,96551,177,6,2,22591,349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27833201.0,1
2034,10000000,10999,57500000.0,90.0,67885,620,18,2,25805,275,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47500000.0,1
2035,20000000,32316,1675706.0,84.0,62455,0,0,1,32337,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-18324294.0,0
2036,17000000,11351,63102666.0,104.0,1924874,1825,129,1,32323,219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46102666.0,1
2037,35000000,9616,11560806.0,102.0,201612,147,9,1,32351,247,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-23439194.0,0
2038,5000000,1415,742898.0,98.0,1125944,1930,114,1,32351,247,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4257102.0,0
2039,1500000,11547,30553394.0,93.0,714823,647,95,1,32330,226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29053394.0,1
2040,62000000,7270,65565672.0,116.0,72187,73,5,1,32347,243,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3565672.0,1
2041,29000000,1428,98185582.0,102.0,1007664,1018,67,2,32357,253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69185582.0,1
2042,4000000,153,119723856.0,102.0,433293,517,21,1,32346,242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115723856.0,1
2043,12000000,9584,22765081.0,110.0,445698,1047,20,1,23150,177,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10765081.0,1
2044,3500000,8408,34000000.0,96.0,31954,90,5,1,25729,199,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30500000.0,1
2045,24000000,14030,33208099.0,146.0,146857,0,0,2,20031,345,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9208099.0,1
2046,9250000,16323,29174648.0,125.0,59059,100,1,2,23648,310,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19924648.0,1
2047,3200000,19064,10000000.0,94.0,179855,412,16,1,25848,318,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6800000.0,1
2048,15000000,22309,30238577.0,122.0,94720,0,0,1,32363,259,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15238577.0,1
2049,22000000,277,95708457.0,121.0,206262,101,13,1,32365,261,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73708457.0,1
2050,40000000,7288,19322135.0,89.0,12637,15,0,1,32372,268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-20677865.0,0
2051,85000000,10159,80916492.0,104.0,684867,561,36,1,32372,268,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4083508.0,0
2052,18000000,10934,58878723.0,113.0,23197,15,2,1,32223,119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40878723.0,1
2053,4361898,321,3031801.0,92.0,180409,273,21,1,32260,156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1330097.0,0
