,budget,id,revenue,runtime,views,likes,dislikes,n_trailers,daysSinceStart,dayInYear,Mystery,Romance,Family,Science Fiction,Horror,Crime,Drama,Fantasy,Western,Animation,Music,Adventure,Foreign,Action,TV Movie,Comedy,Documentary,War,Thriller,History,numlang,cn,da,de,en,es,fr,hi,it,ja,ko,ml,ru,ta,zh,profit,isProfitable
907,8000000,10906,17092453.0,100.0,117220,0,0,1,28326,240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9092453.0,1
908,900000,25748,6980986.0,92.0,156807,179,24,1,28480,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6080986.0,1
909,10000000,10671,100489151.0,137.0,47286,79,6,1,20114,63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90489151.0,1
910,3000000,27932,47000000.0,107.0,73994,107,12,1,21802,290,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44000000.0,1
911,6000000,7227,30000000.0,114.0,79845,127,7,2,22677,69,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24000000.0,1
912,14000000,5919,116000000.0,159.0,338675,368,10,2,21859,347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102000000.0,1
913,9000000,10803,25000000.0,119.0,317933,975,35,1,22416,174,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16000000.0,1
914,5800000,871,33395426.0,112.0,1198885,1474,125,3,19357,37,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27595426.0,1
915,3000000,1685,18999718.0,95.0,285272,348,10,1,20171,120,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15999718.0,1
916,1700000,1705,8844595.0,93.0,114964,144,7,1,21312,165,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7144595.0,1
917,1700000,1688,9700000.0,88.0,258949,249,14,1,20961,180,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8000000.0,1
918,2500000,1687,12348905.0,98.0,163047,163,14,1,20555,139,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9848905.0,1
919,7000000,11123,79666653.0,123.0,100235,147,7,1,21830,318,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72666653.0,1
920,14000000,29723,13015688.0,123.0,77683,113,13,1,23566,228,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-984312.0,0
921,80000000,9535,176885658.0,103.0,7135,11,1,1,30706,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96885658.0,1
922,25000000,9455,15156200.0,110.0,5611,0,0,1,30713,70,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9843800.0,0
923,10500000,796,75902208.0,97.0,133201,338,6,1,30706,63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65402208.0,1
924,1350000,100,3897569.0,105.0,799363,878,34,1,30341,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2547569.0,1
925,38000000,30943,28121100.0,106.0,33168,23,2,1,30713,70,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9878900.0,0
926,21000000,7341,17762705.0,104.0,377797,522,27,1,30712,69,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3237295.0,0
927,13000000,9540,8038508.0,115.0,72819,243,8,2,26891,266,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4961492.0,0
928,12000000,22345,36450736.0,97.0,287373,272,109,1,30713,70,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24450736.0,1
929,75000000,1641,93888180.0,105.0,513168,404,23,1,30713,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18888180.0,1
930,25000000,47288,12000000.0,87.0,102754,437,17,1,30720,77,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-13000000.0,0
931,4550000,16520,21300000.0,133.0,190235,247,33,1,15117,180,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16750000.0,1
932,50000000,16379,13260050.0,92.0,21492,36,6,1,30727,84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-36739950.0,0
933,63000000,603,463517383.0,136.0,2375083,5248,330,1,30731,88,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,400517383.0,1
934,16000000,4951,53478166.0,97.0,232542,105,16,1,30731,88,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37478166.0,1
935,75000000,8970,29000000.0,90.0,77582,151,12,1,30734,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-46000000.0,0
936,6000,11660,48482.0,69.0,10973,42,1,1,30532,254,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42482.0,1
937,6500000,9430,28451622.0,98.0,281771,427,26,1,30741,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21951622.0,1
938,25000000,11355,84565230.0,107.0,2219039,2766,114,1,30741,98,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59565230.0,1
939,10000000,18764,8359717.0,89.0,17273,0,0,1,28100,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1640283.0,0
940,10000000,9465,10920544.0,118.0,3370,7,0,1,30664,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,920544.0,1
941,80000000,6522,73345029.0,108.0,102406,117,10,1,30748,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6654971.0,0
942,2900000,1902,368234.0,117.0,683764,840,52,1,30265,352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2531766.0,0
943,1,39964,100.0,95.0,39937,0,0,1,30755,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.0,1
944,15000000,1946,2856712.0,97.0,17206,31,7,1,30746,103,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-12143288.0,0
945,66000000,1844,212404396.0,112.0,45357,89,8,2,30761,118,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,146404396.0,1
946,25000000,6552,4152230.0,92.0,6892,25,0,1,30762,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-20847770.0,0
947,3000000,18462,14418922.0,95.0,61836,239,14,1,25484,320,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11418922.0,1
948,47000000,8592,103738726.0,103.0,313452,286,16,2,27521,165,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56738726.0,1
949,80000000,564,415885488.0,124.0,674127,0,0,1,30748,105,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,335885488.0,1
950,786675,13852,861789.0,85.0,23452,31,4,1,30012,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75114.0,1
951,1500000,4927,870751.0,99.0,252,0,0,1,30411,133,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-629249.0,0
952,115000000,1893,924317558.0,136.0,3328106,11702,937,3,30781,138,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,809317558.0,1
953,55000000,1924,300218018.0,143.0,93558,341,28,2,23319,346,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245218018.0,1
954,54000000,8536,190458706.0,127.0,209828,744,28,2,24041,338,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136458706.0,1
955,39000000,9531,75850624.0,125.0,11835,33,1,1,24966,167,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36850624.0,1
956,17000000,11411,19300000.0,90.0,5395,8,0,1,26463,203,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2300000.0,1
957,355000,138,1012189.0,72.0,122804,507,8,2,5848,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,657189.0,1
958,291000,3035,12000000.0,71.0,278326,396,24,2,6130,324,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11709000.0,1
959,1200000,36685,112892319.0,100.0,605521,2831,101,2,22102,225,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111692319.0,1
960,2000000,8974,2000000.0,85.0,7770,11,2,1,14066,224,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
961,42000000,509,363889678.0,124.0,1030055,1228,66,1,30775,132,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,321889678.0,1
962,16000000,1090,18564088.0,100.0,71073,87,4,1,30748,105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2564088.0,1
963,18000000,14283,9495408.0,131.0,328417,361,8,1,30530,252,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8504592.0,0
964,150000000,37135,448000000.0,88.0,1762248,2379,166,1,30811,168,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,298000000.0,1
965,60000000,2275,149705852.0,116.0,49038,10,2,2,30811,168,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89705852.0,1
966,14000000,24137,18535191.0,97.0,213966,178,8,1,30747,104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4535191.0,1
967,1530000,104,7267585.0,81.0,206978,344,16,1,30509,231,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5737585.0,1
968,34200000,9032,234801895.0,93.0,961877,1282,63,2,30818,175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200601895.0,1
969,31000000,6488,53208180.0,103.0,1255961,1526,131,1,27576,220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22208180.0,1
970,170000000,8487,222104681.0,106.0,308723,311,19,2,30822,179,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52104681.0,1
971,11000000,2105,235483004.0,95.0,1632066,1688,160,1,30832,189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,224483004.0,1
972,24000000,10208,16290976.0,87.0,636054,417,46,1,30837,194,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7709024.0,0
973,60000,2667,248000000.0,81.0,2376551,2904,282,1,30837,194,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,247940000.0,1
974,65000000,345,162091208.0,159.0,272414,260,41,1,30837,194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97091208.0,1
975,27000000,9825,56870414.0,82.0,407135,188,14,1,30838,195,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29870414.0,1
976,6000000,16158,25059640.0,106.0,336440,0,0,1,30839,196,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19059640.0,1
977,30000000,620,295212467.0,107.0,280627,378,27,2,25322,158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,265212467.0,1
978,37000000,2978,215394738.0,108.0,971770,1335,84,3,27156,165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,178394738.0,1
979,10000000,10490,10571408.0,98.0,2046739,2977,169,1,30846,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,571408.0,1
980,80000000,11618,91188905.0,113.0,700642,0,0,1,30846,203,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11188905.0,1
981,450000,1812,2049595.0,89.0,1574,0,0,1,30846,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1599595.0,1
982,60000000,8914,73648228.0,105.0,26948,45,2,1,30851,208,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13648228.0,1
983,68000000,9824,29762011.0,121.0,57625,0,0,1,30860,217,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-38237989.0,0
984,12000000,967,60000000.0,197.0,321109,449,30,1,16677,279,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48000000.0,1
985,2000000,802,9250000.0,153.0,84905,319,14,1,17292,163,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7250000.0,1
986,11000000,3175,20000000.0,184.0,371565,797,22,1,22228,351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9000000.0,1
987,1884000,21185,1883811.0,99.0,69703,225,7,1,26842,217,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-189.0,0
988,25000000,10136,79817939.0,94.0,74195,0,0,1,26240,345,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54817939.0,1
989,15000000,873,146292009.0,154.0,876004,874,76,1,25881,351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131292009.0,1
990,2000000,108312,1301121.0,111.0,43127,66,4,1,26252,357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-698879.0,0
991,24500000,11416,17218023.0,126.0,4072685,10411,448,2,26166,271,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7281977.0,0
992,25000000,10776,38748395.0,94.0,111770,215,10,3,26247,352,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13748395.0,1
993,13000000,16406,27500000.0,94.0,91445,139,5,1,30858,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14500000.0,1
994,70000000,10386,23159305.0,86.0,105028,296,16,3,30860,217,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-46840695.0,0
995,40000000,745,672806292.0,107.0,2719094,4704,248,1,30860,217,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,632806292.0,1
996,48000000,913,124305181.0,113.0,336090,410,33,2,30860,217,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76305181.0,1
997,25000000,17707,13000000.0,100.0,486008,591,41,1,30867,224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-12000000.0,0
998,6400000,48781,6.0,86.0,66641,105,5,1,29474,292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6399994.0,0
999,350000,29056,1499275.0,86.0,53269,167,4,2,17518,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1149275.0,1
1000,200000,28501,2000000.0,80.0,23621,107,1,1,16987,223,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1800000.0,1
1001,6800000,10766,26518355.0,107.0,424917,341,28,1,23132,159,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19718355.0,1
1002,3500000,813,83453539.0,88.0,304961,15,1,2,23886,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79953539.0,1
1003,22000000,9406,26570463.0,105.0,19150,47,2,1,30271,358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4570463.0,1
1004,15000000,11153,61399552.0,98.0,168781,140,33,1,25007,208,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46399552.0,1
1005,18000000,2280,151668774.0,104.0,955844,1476,57,4,26779,154,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,133668774.0,1
1006,45000000,9944,195268056.0,141.0,351622,253,18,1,28801,349,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150268056.0,1
1007,13000000,10342,8946237.0,96.0,61068,0,0,1,30865,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4053763.0,0
1008,45000000,10366,10667893.0,82.0,4054,2,0,1,30859,216,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-34332107.0,0
1009,7000000,22314,14011454.0,97.0,69783,6,3,2,30879,236,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7011454.0,1
1010,160000000,1911,61698899.0,102.0,12278,26,2,1,30881,238,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98301101.0,0
1011,75000000,2900,19598588.0,109.0,240855,503,27,1,30880,237,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-55401412.0,0
1012,7000000,14578,7292175.0,96.0,39397,0,0,1,30870,227,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,292175.0,1
1013,29000000,10307,50041732.0,103.0,6353,16,1,1,30895,252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21041732.0,1
1014,12000000,11601,21133087.0,99.0,66858,67,2,1,30895,252,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9133087.0,1
1015,6000000,26522,21821347.0,101.0,53240,108,4,2,25421,257,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15821347.0,1
1016,15000000,14,356296601.0,122.0,2752084,0,0,1,30900,257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,341296601.0,1
1017,1200000,24128,4978922.0,88.0,2060,8,0,1,25484,320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3778922.0,1
1018,65000000,11001,117758500.0,93.0,615031,728,63,2,30902,259,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52758500.0,1
1019,17500000,9453,23438120.0,156.0,53428,20,6,1,23358,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5938120.0,1
1020,560000,704,12299668.0,88.0,1007313,9551,120,1,18046,187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11739668.0,1
1021,1200000,24153,14363400.0,113.0,36817,82,2,1,23110,137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13163400.0,1
1022,9000000,11797,24922237.0,106.0,6830,38,0,1,25743,213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15922237.0,1
1023,2000000,10669,46122355.0,109.0,343669,266,48,1,20992,211,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44122355.0,1
1024,11000000,11527,34967437.0,140.0,370675,564,35,1,24168,99,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23967437.0,1
1025,28000000,28032,11373501.0,87.0,49568,41,8,1,28905,88,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-16626499.0,0
1026,5000000,11326,34251525.0,111.0,131483,548,26,1,21954,77,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29251525.0,1
1027,70000000,10398,177841558.0,105.0,2755,1,0,1,30909,266,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107841558.0,1
1028,2600000,60994,614202.0,104.0,15432,62,1,1,30889,246,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1985798.0,0
