,adult,budget,id,original_language,revenue,runtime,views,likes,dislikes,n_trailers,daysSinceStart,dayInYear,Mystery,Romance,Family,Science Fiction,Horror,Crime,Drama,Fantasy,Western,Animation,Music,Adventure,Foreign,Action,TV Movie,Comedy,Documentary,War,Thriller,History,numlang,cn,da,de,en,es,fr,hi,it,ja,ko,ml,ru,ta,zh
846,False,8000000,9749,en,59612888.0,98.0,110980,139,10,1,25680,150,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
847,False,8045760,14628,en,35150960.0,95.0,25232,31,1,1,27066,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
848,False,17900000,9626,en,6948633.0,89.0,516420,421,40,1,25628,98,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
849,False,10000000,10466,en,54999651.0,91.0,230381,349,27,1,25968,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
850,False,30000000,707,en,152427960.0,131.0,194713,417,20,3,25673,143,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
851,False,4500000,9336,en,146198896.0,96.0,391738,487,17,1,25245,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
852,False,90000000,9447,en,69131860.0,92.0,381479,409,41,2,30606,328,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
853,False,15000000,12257,en,10443316.0,93.0,3910,11,2,1,30606,328,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
854,False,3500000,37536,en,9247881.0,90.0,16620,48,2,1,30606,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
855,False,30000000,10029,en,9898412.0,100.0,70019,106,14,1,30531,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
856,False,60000000,11252,en,37141130.0,105.0,206433,183,89,1,30615,337,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
857,False,70000000,200,en,118000000.0,103.0,92826,0,0,1,30621,343,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
858,False,70000000,9837,en,218613188.0,99.0,385799,0,0,1,30626,348,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
859,False,9000000,11545,en,17096053.0,93.0,286034,342,10,1,30537,259,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
860,False,25000000,1934,en,289317794.0,122.0,810440,0,0,1,30622,344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
861,False,50000000,13764,en,23717291.0,108.0,82284,171,19,2,25831,301,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862,False,44000000,1369,en,300400432.0,96.0,1823373,1683,205,1,25670,140,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,False,15000000,1368,en,125212904.0,93.0,1475403,2505,201,1,24728,294,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
864,False,63000000,1370,en,189015611.0,102.0,4563882,4541,722,1,26769,144,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
865,False,25000000,10303,en,96773200.0,106.0,80561,52,8,1,25867,337,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
866,False,10000000,9326,en,86572238.0,106.0,16961,28,1,1,25253,89,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
867,False,17500000,11285,en,25024919.0,116.0,28756,37,7,2,26881,256,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
868,False,7000000,1367,en,200182160.0,119.0,171559,220,5,1,23503,165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
869,False,17000000,1371,en,270000000.0,99.0,126798,465,15,1,24581,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
870,False,31000000,1374,en,300473716.0,91.0,2059298,1593,74,2,25854,324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
871,False,42000000,1375,en,119946358.0,104.0,221867,740,20,1,27646,290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
872,False,15000000,15196,en,14643997.0,94.0,651440,2,0,2,25876,346,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
873,False,8000000,1885,en,90815558.0,126.0,513442,719,41,1,25337,173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
874,False,113,8856,en,115103979.0,113.0,184606,112,7,1,26063,168,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
875,False,27000000,5825,en,71320000.0,97.0,827201,986,59,3,27325,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
876,False,65000000,9489,en,250821495.0,119.0,661692,1392,47,1,30628,350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
877,False,52000000,8741,en,98126565.0,170.0,264484,1016,33,1,30636,358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
878,False,15000000,9276,en,40283321.0,104.0,668449,1004,45,2,30636,358,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
879,False,50000000,10312,en,202292902.0,115.0,904760,2750,91,1,30636,358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
880,False,70000000,9422,pt,56702901.0,115.0,200627,150,8,1,30341,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,False,12000000,10368,en,21001563.0,117.0,29846,47,4,1,30726,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
882,False,6000000,31662,en,6330054.0,114.0,28635,0,0,1,30152,239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
883,False,20000000,825,en,3970078.0,121.0,173447,0,0,1,30641,363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
884,False,75000000,9423,en,14010690.0,99.0,184070,0,0,1,30656,13,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
885,False,37000000,10658,en,37962774.0,110.0,1544795,1782,220,2,26107,212,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
886,False,700000,11815,en,3000000.0,94.0,178946,322,17,1,15864,196,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
887,False,15000000,9426,en,60629159.0,96.0,625439,1230,61,1,26121,226,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
888,False,12000000,2620,en,15945534.0,88.0,59396,101,5,3,26121,226,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
889,False,85000,30497,en,30859000.0,83.0,199918,328,14,1,21785,273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
890,False,4700000,16337,en,8025872.0,101.0,64942,169,10,1,26128,233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
891,False,600000,16780,en,185898.0,95.0,160604,173,23,2,28817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
892,False,20000000,192,en,77200000.0,130.0,332162,580,42,1,26161,266,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
893,False,18000000,10013,en,41382841.0,103.0,28224,63,2,1,26172,277,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
894,False,5000000,9671,en,328203506.0,97.0,395068,5,0,2,26163,268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
895,False,13800000,11873,en,52293982.0,119.0,294091,403,16,1,26174,279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
896,False,15000000,10015,en,42724017.0,130.0,199600,459,19,1,26243,348,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
897,False,90000000,2112,en,161626121.0,100.0,17073,0,0,1,30678,35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
898,False,6000000,16172,en,4398989.0,95.0,117775,223,6,1,30678,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
899,False,35000000,11622,en,40263020.0,112.0,851411,2508,75,2,30685,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
900,False,80000000,10207,en,118880016.0,131.0,109800,196,8,1,30695,52,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
901,False,65000000,9849,en,36850101.0,94.0,128611,0,0,1,30684,41,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
902,False,3000000,18892,en,3076820.0,87.0,639915,0,0,1,30672,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
903,False,10000000,1542,en,12827813.0,89.0,379887,379,25,1,30692,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
904,False,6000000,15256,en,6852450.0,101.0,13042,31,1,1,30699,56,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
905,False,40000000,8224,en,96618699.0,123.0,3096,1,0,1,30699,56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
906,False,11500000,8913,en,57469467.0,103.0,765202,0,0,1,27101,110,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
907,False,8000000,10906,en,17092453.0,100.0,117220,0,0,1,28326,240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
908,False,900000,25748,en,6980986.0,92.0,156807,179,24,1,28480,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
909,False,10000000,10671,en,100489151.0,137.0,47286,79,6,1,20114,63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
910,False,3000000,27932,en,47000000.0,107.0,73994,107,12,1,21802,290,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
911,False,6000000,7227,en,30000000.0,114.0,79845,127,7,2,22677,69,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
912,False,14000000,5919,en,116000000.0,159.0,338675,368,10,2,21859,347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
913,False,9000000,10803,en,25000000.0,119.0,317933,975,35,1,22416,174,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
914,False,5800000,871,en,33395426.0,112.0,1198885,1474,125,3,19357,37,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
915,False,3000000,1685,en,18999718.0,95.0,285272,348,10,1,20171,120,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
916,False,1700000,1705,en,8844595.0,93.0,114964,144,7,1,21312,165,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
917,False,1700000,1688,en,9700000.0,88.0,258949,249,14,1,20961,180,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
918,False,2500000,1687,en,12348905.0,98.0,163047,163,14,1,20555,139,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
919,False,7000000,11123,en,79666653.0,123.0,100235,147,7,1,21830,318,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
920,False,14000000,29723,en,13015688.0,123.0,77683,113,13,1,23566,228,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
921,False,80000000,9535,en,176885658.0,103.0,7135,11,1,1,30706,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
922,False,25000000,9455,en,15156200.0,110.0,5611,0,0,1,30713,70,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
923,False,10500000,796,en,75902208.0,97.0,133201,338,6,1,30706,63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
924,False,1350000,100,en,3897569.0,105.0,799363,878,34,1,30341,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
925,False,38000000,30943,en,28121100.0,106.0,33168,23,2,1,30713,70,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
926,False,21000000,7341,en,17762705.0,104.0,377797,522,27,1,30712,69,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
927,False,13000000,9540,en,8038508.0,115.0,72819,243,8,2,26891,266,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
928,False,12000000,22345,en,36450736.0,97.0,287373,272,109,1,30713,70,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
929,False,75000000,1641,en,93888180.0,105.0,513168,404,23,1,30713,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
930,False,25000000,47288,en,12000000.0,87.0,102754,437,17,1,30720,77,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
931,False,4550000,16520,en,21300000.0,133.0,190235,247,33,1,15117,180,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
932,False,50000000,16379,en,13260050.0,92.0,21492,36,6,1,30727,84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
933,False,63000000,603,en,463517383.0,136.0,2375083,5248,330,1,30731,88,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
934,False,16000000,4951,en,53478166.0,97.0,232542,105,16,1,30731,88,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
935,False,75000000,8970,en,29000000.0,90.0,77582,151,12,1,30734,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
936,False,6000,11660,en,48482.0,69.0,10973,42,1,1,30532,254,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
937,False,6500000,9430,en,28451622.0,98.0,281771,427,26,1,30741,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
938,False,25000000,11355,en,84565230.0,107.0,2219039,2766,114,1,30741,98,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
939,False,10000000,18764,cn,8359717.0,89.0,17273,0,0,1,28100,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
940,False,10000000,9465,en,10920544.0,118.0,3370,7,0,1,30664,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
941,False,80000000,6522,en,73345029.0,108.0,102406,117,10,1,30748,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
942,False,2900000,1902,es,368234.0,117.0,683764,840,52,1,30265,352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
943,False,1,39964,en,100.0,95.0,39937,0,0,1,30755,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
944,False,15000000,1946,en,2856712.0,97.0,17206,31,7,1,30746,103,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
945,False,66000000,1844,en,212404396.0,112.0,45357,89,8,2,30761,118,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
946,False,25000000,6552,en,4152230.0,92.0,6892,25,0,1,30762,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
947,False,3000000,18462,en,14418922.0,95.0,61836,239,14,1,25484,320,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
948,False,47000000,8592,en,103738726.0,103.0,313452,286,16,2,27521,165,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
949,False,80000000,564,en,415885488.0,124.0,674127,0,0,1,30748,105,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
950,False,786675,13852,en,861789.0,85.0,23452,31,4,1,30012,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
951,False,1500000,4927,en,870751.0,99.0,252,0,0,1,30411,133,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
952,False,115000000,1893,en,924317558.0,136.0,3328106,11702,937,3,30781,138,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
953,False,55000000,1924,en,300218018.0,143.0,93558,341,28,2,23319,346,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
954,False,54000000,8536,en,190458706.0,127.0,209828,744,28,2,24041,338,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
955,False,39000000,9531,en,75850624.0,125.0,11835,33,1,1,24966,167,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
956,False,17000000,11411,en,19300000.0,90.0,5395,8,0,1,26463,203,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
957,False,355000,138,en,1012189.0,72.0,122804,507,8,2,5848,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
958,False,291000,3035,en,12000000.0,71.0,278326,396,24,2,6130,324,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
959,False,1200000,36685,en,112892319.0,100.0,605521,2831,101,2,22102,225,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
960,False,2000000,8974,en,2000000.0,85.0,7770,11,2,1,14066,224,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
961,False,42000000,509,en,363889678.0,124.0,1030055,1228,66,1,30775,132,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
962,False,16000000,1090,en,18564088.0,100.0,71073,87,4,1,30748,105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
963,False,18000000,14283,en,9495408.0,131.0,328417,361,8,1,30530,252,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
964,False,150000000,37135,en,448000000.0,88.0,1762248,2379,166,1,30811,168,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
965,False,60000000,2275,en,149705852.0,116.0,49038,10,2,2,30811,168,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
966,False,14000000,24137,en,18535191.0,97.0,213966,178,8,1,30747,104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
967,False,1530000,104,de,7267585.0,81.0,206978,344,16,1,30509,231,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
968,False,34200000,9032,en,234801895.0,93.0,961877,1282,63,2,30818,175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
969,False,31000000,6488,en,53208180.0,103.0,1255961,1526,131,1,27576,220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
970,False,170000000,8487,en,222104681.0,106.0,308723,311,19,2,30822,179,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
971,False,11000000,2105,en,235483004.0,95.0,1632066,1688,160,1,30832,189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
